query,name,site,subtypes,category,type,latitude,longitude,range,typical_time_spent,google_id,place_id,about
ChIJ7VjHtr6ipBIROlgEouMMR5w,"Khan Kaffrun, Lebanese restaurant",https://www.google.ae/amp/s/restaurantguru.com/amp/Khan-Kaffrun-Barcelona-2,Lebanese restaurant,restaurants,Lebanese restaurant,41.405731499999995,2.1606193,$,,0x12a4a2beb6c758ed:0x9c470ce3a204583a,ChIJ7VjHtr6ipBIROlgEouMMR5w,"{""Service options"": {""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Halal food"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}"
ChIJs7ePHbyipBIRNr4ZjmNBjV8,Les Tres a la Cuina,http://lestresalacuina.com/lestres/,Takeout Restaurant,restaurants,Takeout Restaurant,41.4052112,2.1598262999999998,$,,0x12a4a2bc1d8fb7b3:0x5f8d41638e19be36,ChIJs7ePHbyipBIRNr4ZjmNBjV8,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""Takeout"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Healthy options"": true, ""Salad bar"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Catering"": true, ""Dessert"": true}, ""Amenities"": {""Wi-Fi"": true, ""Restroom"": false}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true, ""Dogs allowed inside"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}"
ChIJW3X2gL6ipBIRKMhN7d0NtJI,L'Arrosseria Xàtiva,https://grupxativa.com/reservar-mesa/,"Rice restaurant, Mediterranean restaurant, Spanish restaurant",Restaurant especialitzat en arròs,Rice restaurant,41.40389,2.1596759,$$,People typically spend 1.5-2 hours here,0x12a4a2be80f6755b:0x92b40ddded4dc828,ChIJW3X2gL6ipBIRKMhN7d0NtJI,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Organic dishes"": true, ""Salad bar"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}, ""Parking"": {""Parking"": true}}"
ChIJfYU2UqCipBIRsHbrKjKNIgk,El Petit Bangkok,http://www.petitbangkok.com/,Thai restaurant,restaurants,Thai restaurant,41.403824199999995,2.1480308999999997,₱,People typically spend 45 min to 1.5 hr here,0x12a4a2a05236857d:0x9228d322aeb76b0,ChIJfYU2UqCipBIRsHbrKjKNIgk,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Organic dishes"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Planning"": {""Reservations required"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}"
ChIJR_f_fpaipBIRziiS9P7QZJA,Can Punyetes,http://www.canpunyetes.com/,"Catalonian restaurant, Mediterranean restaurant, Traditional restaurant",Restaurante de cocina catalana,Catalonian restaurant,41.398675,2.1597222,$,People typically spend 1.5-2.5 hours here,0x12a4a2967efff747:0x9064d0fef49228ce,ChIJR_f_fpaipBIRziiS9P7QZJA,"{""Service options"": {""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}"
ChIJK4sLW7yipBIR8B2-xnRP_qE,Cafè Salambó,https://www.cafesalambo.com/ca/,"Mediterranean restaurant, Bar, Breakfast restaurant, Espresso bar",restaurants,Mediterranean restaurant,41.404454699999995,2.1576836999999998,$$,People typically spend 1-2.5 hours here,0x12a4a2bc5b0b8b2b:0xa1fe4f74c6be1df0,ChIJK4sLW7yipBIR8B2-xnRP_qE,"{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}, ""Pets"": {""Dogs allowed"": true, ""Dogs allowed inside"": true, ""Dogs allowed outside"": true}}"
ChIJ9ZPOuLyipBIRmikoMRf2N7s,Kibuka Verdi,http://www.kibuka.com/,"Japanese restaurant, Asian restaurant, Sushi restaurant",restaurants,Japanese restaurant,41.4048696,2.1558322,$$,People typically spend 1-2 hours here,0x12a4a2bcb8ce93f5:0xbb37f6173128299a,ChIJ9ZPOuLyipBIRmikoMRf2N7s,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Salad bar"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}"
ChIJ_UZbmqKipBIROsiCAsTX3sI,Il Fuoco Pizzería Gracia,https://www.ilfuocopizzeria.com/,"Pizza restaurant, Fast food restaurant, Italian restaurant, Delivery Restaurant, Pizza Takeout",restaurants,Pizza restaurant,41.401590399999996,2.1532761,$,People typically spend 30 min here,0x12a4a2a29a5b46fd:0xc2ded7c40282c83a,ChIJ_UZbmqKipBIROsiCAsTX3sI,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Salad bar"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Other"": {""Identifies as women-owned"": true}}"
ChIJl7hQSJSipBIRk7b0Z4WCgwE,La Pepita,http://www.lapepitabcn.com/,"Restaurant, Tapas restaurant",restaurants,Restaurant,41.3979631,2.1610472,₱₱,People typically spend 45 min to 2 hr here,0x12a4a2944850b897:0x183828567f4b693,ChIJl7hQSJSipBIRk7b0Z4WCgwE,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great cocktails"": true}, ""Accessibility"": {""Assistive hearing loop"": false, ""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Salad bar"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trending"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""High chairs"": true}, ""Parking"": {""Paid parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}"
ChIJbaAWub2ipBIRuDrL--OVGCA,La Cerveseria,https://lacerveseria.com/,"Tapas bar, Cocktail bar, Hot dog restaurant, Lounge, Mediterranean restaurant, Pizza restaurant, Pub, Restaurant",restaurants,Tapas bar,41.4027647,2.1583052,$,People typically spend 1-2 hours here,0x12a4a2bdb916a06d:0x201895e3fbcb3ab8,ChIJbaAWub2ipBIRuDrL--OVGCA,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Sports"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Salad bar"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Pets"": {""Dogs allowed"": true}}"
ChIJafyH-7yipBIRs3RpixIVwQE,La Trini,http://www.latrini30.com/,"Restaurant, Breakfast restaurant, Cocktail bar, Mediterranean restaurant, Tapas bar",restaurants,Restaurant,41.403915399999995,2.1569325999999998,$$,People typically spend 1-2 hours here,0x12a4a2bcfb87fc69:0x1c115128b6974b3,ChIJafyH-7yipBIRs3RpixIVwQE,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Salad bar"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}}"
ChIJ10wuF72ipBIRh_KztS3VaB8,La Taberna Grega,http://www.latabernagriega.com/,"Greek restaurant, Mediterranean restaurant",restaurants,Greek restaurant,41.4028159,2.1563634,$$,,0x12a4a2bd172e4cd7:0x1f68d52db5b3f287,ChIJ10wuF72ipBIRh_KztS3VaB8,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Salad bar"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}"
ChIJg61kuZWipBIRSjgcqDBXVU8,Restaurant gut,http://www.restaurantgut.com/,"Gluten-free restaurant, Health food restaurant, Restaurant",restaurants,Gluten-free restaurant,41.399324,2.1612412,$$,People typically spend 1.5-2.5 hours here,0x12a4a295b964ad83:0x4f555730a81c384a,ChIJg61kuZWipBIRSjgcqDBXVU8,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Organic dishes"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true}, ""Crowd"": {""Family-friendly"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Reservations required"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Paid parking lot"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed"": true, ""Dogs allowed inside"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}"
ChIJ0ZHktJeipBIR_u3wZzY3JpQ,Kibuka Goya,http://www.kibuka.com/,"Japanese restaurant, Sushi restaurant",restaurants,Japanese restaurant,41.39971,2.1572359999999997,$$,People typically spend 1-2 hours here,0x12a4a297b4e491d1:0x9426373667f0edfe,ChIJ0ZHktJeipBIR_u3wZzY3JpQ,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Salad bar"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""High chairs"": true}, ""Parking"": {""Parking"": true}}"
